OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
7769,7769,58912,108,1405,21,21  Southern Rockies,10540_33,Southern Rocky Mountain Ponderosa Pine Woodland,511,159,30,24.000000000000000
7770,7770,27,108,1421,21,21  Southern Rockies,14950_27_33,Western Great Plains Depressional Wetland Systems,15,NA,NA,15.000000000000000
7771,7771,897304,127,1683,27,27  Central Great Plains,11480_31_38,Western Great Plains Sand Prairie,15,12,12,4.000000000000000
7772,7772,292373,127,1688,27,27  Central Great Plains,13850_31_39_40_42,Western Great Plains Wooded Draw and Ravine,91,65,230,32.000000000000000
7773,7773,77511,127,1691,27,27  Central Great Plains,14950_31_39_40,Western Great Plains Depressional Wetland Systems,20,NA,NA,20.000000000000000
7774,7774,334369,127,31,27,27  Central Great Plains,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
7775,7775,11943,127,1687,27,27  Central Great Plains,11790_31,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,418,100,17,14.000000000000000
7776,7776,549368,127,1690,27,27  Central Great Plains,14690_31_39_40_43,Eastern Great Plains Floodplain Systems,517,77,176,48.000000000000000
7777,7777,117,546,2025,72,72  Interior River Valleys and Hills,13950_41_42_43_49_52,North-Central Oak Barrens,341,246,5,5.000000000000000
7778,7778,37,237,2025,56,56  Southern Michigan/Northern Indiana Drift Plains,13950_41_42_43_49_52,North-Central Oak Barrens,341,246,5,5.000000000000000
7779,7779,1548253,533,1875,67,67  Ridge and Valley,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,147,95,33,21.000000000000000
7780,7780,10,258,11,58,58  Northeastern Highlands,NA,Open Water,NA,NA,NA,0.000000000000000
7781,7781,11159,512,1889,64,64  Northern Piedmont,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
7782,7782,7,258,1865,58,58  Northeastern Highlands,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
7783,7783,6,258,1848,58,58  Northeastern Highlands,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
7784,7784,2,258,1889,58,58  Northeastern Highlands,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
7785,7785,1587665,512,1882,64,64  Northern Piedmont,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
7786,7786,3,258,1882,58,58  Northeastern Highlands,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
7787,7787,194,509,1851,63,63  Middle Atlantic Coastal Plain,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
7788,7788,41066,186,614,5,5  Sierra Nevada,11360_6,Mediterranean California Alpine Dry Tundra,209,NA,NA,209.000000000000000
7789,7789,58148,186,615,5,5  Sierra Nevada,11370_3_6,Mediterranean California Subalpine Meadow,40,161,NA,32.000000000000000
7790,7790,1,48,1100,19,19  Wasatch and Uinta Mountains,11150_17,Inter-Mountain Basins Juniper Savanna,815,428,553,186.000000000000000
7791,7791,43251,24,973,13,13  Central Basin and Range,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,280,226,20,17.000000000000000
7792,7792,2202,48,888,19,19  Wasatch and Uinta Mountains,10620_22_28,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,229,78,NA,58.000000000000000
7793,7793,5,45,981,18,18  Wyoming Basin,10700_16,Rocky Mountain Alpine Dwarf-Shrubland,227,NA,NA,227.000000000000000
7794,7794,1417,48,976,19,19  Wasatch and Uinta Mountains,10570_12_16,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,508,NA,199,143.000000000000000
7795,7795,266,45,976,18,18  Wyoming Basin,10570_12_16,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,508,NA,199,143.000000000000000
7796,7796,41396,108,1166,21,21  Southern Rockies,11150_28,Inter-Mountain Basins Juniper Savanna,337,434,276,112.000000000000000
7797,7797,474,45,1160,18,18  Wyoming Basin,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,228,NA,NA,228.000000000000000
7798,7798,150,45,1177,18,18  Wyoming Basin,11530_28,Inter-Mountain Basins Greasewood Flat,204,NA,NA,204.000000000000000
7799,7799,18,45,1273,18,18  Wyoming Basin,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,207,NA,NA,207.000000000000000
7800,7800,3113,108,1413,21,21  Southern Rockies,11170_33,Southern Rocky Mountain Ponderosa Pine Savanna,461,NA,20,19.000000000000000
7801,7801,7815507,127,2057,27,27  Central Great Plains,11500_38,Western Great Plains Tallgrass Prairie,5,NA,337,5.000000000000000
7802,7802,97503,183,2045,47,47  Western Corn Belt Plains,14120_39_40_41_42_43,North-Central Interior Sand and Gravel Tallgrass Prairie,4,NA,87,3.000000000000000
7803,7803,102733,183,2043,47,47  Western Corn Belt Plains,13950_41_42_43_49_52,North-Central Oak Barrens,341,246,5,5.000000000000000
7804,7804,1757,546,2129,72,72  Interior River Valleys and Hills,14880_38_42_43,Eastern Great Plains Wet Meadow-Prairie-Marsh,3,NA,NA,3.000000000000000
7805,7805,27450,546,2126,72,72  Interior River Valleys and Hills,14690_38_42_49,Eastern Great Plains Floodplain Systems,510,76,177,48.000000000000000
7806,7806,296372,546,2032,72,72  Interior River Valleys and Hills,14690_38_42_49,Eastern Great Plains Floodplain Systems,510,76,177,48.000000000000000
7807,7807,402,183,2017,47,47  Western Corn Belt Plains,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13.000000000000000
7808,7808,7,234,1971,54,54  Central Corn Belt Plains,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,4,NA,89,3.000000000000000
7809,7809,1260771,539,1874,69,69  Central Appalachians,13180_57_59_61,Southern and Central Appalachian Cove Forest,994,498,100,77.000000000000000
7810,7810,76745,538,1883,69,69  Central Appalachians,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,NA,529.000000000000000
7811,7811,553559,538,1870,69,69  Central Appalachians,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6.000000000000000
7812,7812,14466,533,1871,67,67  Ridge and Valley,13150_48_53_57_59_61,Southern Appalachian Oak Forest,604,138,16,14.000000000000000
7813,7813,54336,538,1882,69,69  Central Appalachians,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
7814,7814,50810,538,1888,69,69  Central Appalachians,14720_61_62_63,Central Interior and Appalachian Riparian Systems,1001,NA,200,166.000000000000000
7815,7815,3562,538,11,69,69  Central Appalachians,NA,Open Water,NA,NA,NA,0.000000000000000
7816,7816,17,509,1856,63,63  Middle Atlantic Coastal Plain,14000_60_61,Central Appalachian Alkaline Glade and Woodland,5,19,1583,4.000000000000000
7817,7817,11,342,556,6,6  Central California Foothills and Coastal Mountains,10320_2_3_7,Mediterranean California Red Fir Forest,189,58,58,25.000000000000000
7818,7818,8265,24,611,13,13  Central Basin and Range,11140_3_6_7,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,128,572,10,9.000000000000000
7819,7819,198,48,900,19,19  Wasatch and Uinta Mountains,11350_22,Inter-Mountain Basins Semi-Desert Grassland,25,NA,NA,25.000000000000000
7820,7820,10,48,969,19,19  Wasatch and Uinta Mountains,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,216,NA,NA,216.000000000000000
7821,7821,5233,48,999,19,19  Wasatch and Uinta Mountains,11440_12_16_19_28,Rocky Mountain Alpine Turf,207,NA,NA,207.000000000000000
7822,7822,717,48,893,19,19  Wasatch and Uinta Mountains,10810_22,Inter-Mountain Basins Mixed Salt Desert Scrub,450,NA,NA,450.000000000000000
7823,7823,412,48,12,19,19  Wasatch and Uinta Mountains,NA,Perennial Ice/Snow,NA,NA,NA,0.000000000000000
7824,7824,260478,48,2706,19,19  Wasatch and Uinta Mountains,10803_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,151,NA,NA,151.000000000000000
7825,7825,175207,108,1156,21,21  Southern Rockies,10590_24_28,Southern Rocky Mountain Pinyon-Juniper Woodland,435,200,1930,128.000000000000000
7826,7826,109730,127,2060,27,27  Central Great Plains,13100_38_42_43,North-Central Interior Dry-Mesic Oak Forest and Woodland,126,50,76,24.000000000000000
7827,7827,272525,183,2051,47,47  Western Corn Belt Plains,15180_43_47_49_52_62,North-Central Interior Wet Flatwoods,993,NA,NA,993.000000000000000
7828,7828,71784,546,2123,72,72  Interior River Valleys and Hills,14120_39_40_41_42_43,North-Central Interior Sand and Gravel Tallgrass Prairie,4,NA,87,3.000000000000000
7829,7829,204,546,2119,72,72  Interior River Valleys and Hills,13140_38_39_40_41_42,North-Central Interior Maple-Basswood Forest,1027,NA,857,467.000000000000000
7830,7830,62,183,2020,47,47  Western Corn Belt Plains,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464.000000000000000
7831,7831,134,538,1885,69,69  Central Appalachians,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
7832,7832,142710,512,1887,64,64  Northern Piedmont,14710_47_48_53_54_57,Central Interior and Appalachian Floodplain Systems,613,392,121,80.000000000000000
7833,7833,25548,538,1887,69,69  Central Appalachians,14710_47_48_53_54_57,Central Interior and Appalachian Floodplain Systems,613,392,121,80.000000000000000
7834,7834,162,538,1889,69,69  Central Appalachians,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
7835,7835,23,538,1879,69,69  Central Appalachians,13520_53_54_57_59_60,Southern Appalachian Montane Pine Forest and Woodland,88,101,5,5.000000000000000
7836,7836,13912,512,1885,64,64  Northern Piedmont,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
7837,7837,2810,1151,11,84,84  Atlantic Coastal Pine Barrens,NA,Open Water,NA,NA,NA,0.000000000000000
7838,7838,4058,1151,1867,84,84  Atlantic Coastal Pine Barrens,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5,294,NA,5.000000000000000
7839,7839,108,1151,1866,84,84  Atlantic Coastal Pine Barrens,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
7840,7840,2673,1151,31,84,84  Atlantic Coastal Pine Barrens,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
7841,7841,1306,1151,1855,84,84  Atlantic Coastal Pine Barrens,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,74,160,9,7.000000000000000
7842,7842,4506,1151,1868,84,84  Atlantic Coastal Pine Barrens,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
7843,7843,7713,1151,1848,84,84  Atlantic Coastal Pine Barrens,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
7844,7844,109,1151,1844,84,84  Atlantic Coastal Pine Barrens,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,479,382,43,36.000000000000000
7845,7845,1670,1151,1842,84,84  Atlantic Coastal Pine Barrens,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4.000000000000000
7846,7846,12,1151,1857,84,84  Atlantic Coastal Pine Barrens,14360_60,Northern Atlantic Coastal Plain Dune and Swale,8,14,NA,5.000000000000000
7847,7847,1031,1150,11,84,84  Atlantic Coastal Pine Barrens,NA,Open Water,NA,NA,NA,0.000000000000000
7848,7848,6,1150,1844,84,84  Atlantic Coastal Pine Barrens,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,479,382,43,36.000000000000000
7849,7849,118,1150,1866,84,84  Atlantic Coastal Pine Barrens,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
7850,7850,3,1150,1855,84,84  Atlantic Coastal Pine Barrens,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,74,160,9,7.000000000000000
7851,7851,2804,1150,1867,84,84  Atlantic Coastal Pine Barrens,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5,294,NA,5.000000000000000
7852,7852,65,1150,1848,84,84  Atlantic Coastal Pine Barrens,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
7853,7853,121,45,1002,18,18  Wyoming Basin,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,208,NA,NA,208.000000000000000
7854,7854,2567038,104,967,20,20  Colorado Plateaus,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,435,195,2265,127.000000000000000
7855,7855,959687,104,11,20,20  Colorado Plateaus,NA,Open Water,NA,NA,NA,0.000000000000000
7856,7856,1405959,104,2707,20,20  Colorado Plateaus,10804_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,120,NA,NA,120.000000000000000
7857,7857,252558,104,972,20,20  Colorado Plateaus,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,180,89,74,33.000000000000000
7858,7858,31331,104,966,20,20  Colorado Plateaus,10120_16_27,Rocky Mountain Bigtooth Maple Ravine Woodland,136,82,NA,51.000000000000000
7859,7859,865972,104,971,20,20  Colorado Plateaus,10510_15_16_17_22_23,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,90,77,14,11.000000000000000
7860,7860,1189347,104,973,20,20  Colorado Plateaus,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,280,226,20,17.000000000000000
7861,7861,531857,104,1004,20,20  Colorado Plateaus,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,270,NA,79,61.000000000000000
7862,7862,182852,104,985,20,20  Colorado Plateaus,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
7863,7863,27706,104,993,20,20  Colorado Plateaus,11170_16_23_24,Southern Rocky Mountain Ponderosa Pine Savanna,158,80,9,8.000000000000000
7864,7864,53,45,985,18,18  Wyoming Basin,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
7865,7865,35096,104,1002,20,20  Colorado Plateaus,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,208,NA,NA,208.000000000000000
7866,7866,591683,104,990,20,20  Colorado Plateaus,11071_16,Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,57,162,NA,42.000000000000000
7867,7867,1293,45,2706,18,18  Wyoming Basin,10803_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,151,NA,NA,151.000000000000000
7868,7868,295606,104,986,20,20  Colorado Plateaus,10860_13_16_17_18_21,Rocky Mountain Lower Montane-Foothill Shrubland,102,28,NA,22.000000000000000
7869,7869,19,45,997,18,18  Wyoming Basin,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,105,NA,NA,105.000000000000000
7870,7870,12,45,980,18,18  Wyoming Basin,10640_15_16_17_23_24,Colorado Plateau Mixed Low Sagebrush Shrubland,239,119,NA,79.000000000000000
7871,7871,136610,104,980,20,20  Colorado Plateaus,10640_15_16_17_23_24,Colorado Plateau Mixed Low Sagebrush Shrubland,239,119,NA,79.000000000000000
7872,7872,1752825,104,995,20,20  Colorado Plateaus,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,49,NA,NA,49.000000000000000
7873,7873,376412,104,965,20,20  Colorado Plateaus,10110_16_23_24,Rocky Mountain Aspen Forest and Woodland,59,50,NA,27.000000000000000
7874,7874,86457,104,989,20,20  Colorado Plateaus,11030_6_7_12_13_16_1,Great Basin Semi-Desert Chaparral,50,NA,NA,50.000000000000000
7875,7875,181814,104,996,20,20  Colorado Plateaus,11262_16_23,Inter-Mountain Basins Montane Sagebrush Steppe-Low Sagebrush,219,NA,NA,219.000000000000000
7876,7876,183098,104,977,20,20  Colorado Plateaus,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,43,13,NA,10.000000000000000
7877,7877,140202,104,979,20,20  Colorado Plateaus,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,246,137,228,64.000000000000000
7878,7878,54446,104,997,20,20  Colorado Plateaus,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,105,NA,NA,105.000000000000000
7879,7879,28884,104,905,20,20  Colorado Plateaus,11590_22,Rocky Mountain Montane Riparian Systems,271,NA,79,61.000000000000000
7880,7880,190218,104,892,20,20  Colorado Plateaus,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,98,NA,NA,98.000000000000000
7881,7881,2287,104,897,20,20  Colorado Plateaus,11150_21_22,Inter-Mountain Basins Juniper Savanna,355,212,123,64.000000000000000
7882,7882,144431,104,880,20,20  Colorado Plateaus,10160_22,Colorado Plateau Pinyon-Juniper Woodland,458,215,3310,140.000000000000000
7883,7883,120575,45,1042,18,18  Wyoming Basin,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,208,NA,NA,208.000000000000000
7884,7884,3010278,45,2713,18,18  Wyoming Basin,10804_6_12_15_16_17_,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,120,NA,NA,120.000000000000000
7885,7885,11230,104,884,20,20  Colorado Plateaus,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,165,49,19,13.000000000000000
7886,7886,6343,104,891,20,20  Colorado Plateaus,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,72,NA,NA,72.000000000000000
7887,7887,26965,104,881,20,20  Colorado Plateaus,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,216,NA,NA,216.000000000000000
7888,7888,156186,45,1010,18,18  Wyoming Basin,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,435,195,2265,127.000000000000000
7889,7889,128323,45,1043,18,18  Wyoming Basin,11590_16_23_24_26,Rocky Mountain Montane Riparian Systems,270,NA,79,61.000000000000000
7890,7890,13137,104,964,20,20  Colorado Plateaus,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
7891,7891,1561284,45,1037,18,18  Wyoming Basin,11261_16_23_24,Inter-Mountain Basins Montane Sagebrush Steppe-Mountain Big Sagebrush,49,NA,NA,49.000000000000000
7892,7892,4631,104,893,20,20  Colorado Plateaus,10810_22,Inter-Mountain Basins Mixed Salt Desert Scrub,450,NA,NA,450.000000000000000
7893,7893,29043,104,888,20,20  Colorado Plateaus,10620_22_28,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,229,78,NA,58.000000000000000
7894,7894,37242,45,1026,18,18  Wyoming Basin,10810_15_16_23_24_28,Inter-Mountain Basins Mixed Salt Desert Scrub,616,NA,NA,616.000000000000000
7895,7895,279067,104,991,20,20  Colorado Plateaus,11072_16,Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,153,51,NA,39.000000000000000
7896,7896,29016,104,898,20,20  Colorado Plateaus,11260_22,Inter-Mountain Basins Montane Sagebrush Steppe,86,NA,NA,86.000000000000000
7897,7897,2841,104,895,20,20  Colorado Plateaus,10862_22,Rocky Mountain Lower Montane-Foothill Shrubland-True Mountain Mahogany,106,NA,NA,106.000000000000000
7898,7898,154,45,1039,18,18  Wyoming Basin,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,105,NA,NA,105.000000000000000
7899,7899,772,45,1036,18,18  Wyoming Basin,11250_6_12_13_15_16_,Inter-Mountain Basins Big Sagebrush Steppe,117,NA,NA,117.000000000000000
7900,7900,915,45,1022,18,18  Wyoming Basin,10640_15_16_17_23_24,Colorado Plateau Mixed Low Sagebrush Shrubland,239,119,NA,79.000000000000000
7901,7901,395273,45,1033,18,18  Wyoming Basin,11070_23_24,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,51,150,NA,38.000000000000000
7902,7902,5657,45,1023,18,18  Wyoming Basin,10660_16_23_24,Inter-Mountain Basins Mat Saltbush Shrubland,NA,NA,NA,0.000000000000000
7903,7903,129709,108,1409,21,21  Southern Rockies,10860_27_31_33,Rocky Mountain Lower Montane-Foothill Shrubland,46,NA,NA,46.000000000000000
7904,7904,35,108,1256,21,21  Southern Rockies,10570_29,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,499,NA,999,333.000000000000000
7905,7905,982848,127,2064,27,27  Central Great Plains,14690_38_42_49,Eastern Great Plains Floodplain Systems,510,76,177,48.000000000000000
7906,7906,800,235,1918,55,55  Eastern Corn Belt Plains,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,17,NA,NA,17.000000000000000
7907,7907,348,512,1883,64,64  Northern Piedmont,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,1036,1083,NA,529.000000000000000
7908,7908,194,538,1877,69,69  Central Appalachians,13400_61,Appalachian Shale Barrens,NA,1025,NA,1025.000000000000000
7909,7909,2677037,531,1870,66,66  Blue Ridge,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,39,24,9,6.000000000000000
7910,7910,1991746,531,1882,66,66  Blue Ridge,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
7911,7911,344048,531,1888,66,66  Blue Ridge,14720_61_62_63,Central Interior and Appalachian Riparian Systems,1001,NA,200,166.000000000000000
7912,7912,79345,531,1885,66,66  Blue Ridge,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
7913,7913,4344,509,31,63,63  Middle Atlantic Coastal Plain,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
7914,7914,1,1150,1857,84,84  Atlantic Coastal Pine Barrens,14360_60,Northern Atlantic Coastal Plain Dune and Swale,8,14,NA,5.000000000000000
7915,7915,227,1149,11,84,84  Atlantic Coastal Pine Barrens,NA,Open Water,NA,NA,NA,0.000000000000000
7916,7916,435,1149,1867,84,84  Atlantic Coastal Pine Barrens,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5,294,NA,5.000000000000000
7917,7917,132,1149,1848,84,84  Atlantic Coastal Pine Barrens,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
7918,7918,276,1149,1866,84,84  Atlantic Coastal Pine Barrens,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
7919,7919,2,1149,1855,84,84  Atlantic Coastal Pine Barrens,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,74,160,9,7.000000000000000
7920,7920,31,1148,11,84,84  Atlantic Coastal Pine Barrens,NA,Open Water,NA,NA,NA,0.000000000000000
7921,7921,56,1148,1867,84,84  Atlantic Coastal Pine Barrens,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,5,294,NA,5.000000000000000
7922,7922,6,1149,31,84,84  Atlantic Coastal Pine Barrens,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
7923,7923,41,1148,1848,84,84  Atlantic Coastal Pine Barrens,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,77,31,12,8.000000000000000
7924,7924,6,1148,1866,84,84  Atlantic Coastal Pine Barrens,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
7925,7925,43,1149,1857,84,84  Atlantic Coastal Pine Barrens,14360_60,Northern Atlantic Coastal Plain Dune and Swale,8,14,NA,5.000000000000000
7926,7926,80080,342,574,6,6  Central California Foothills and Coastal Mountains,11630_3_4_5,Pacific Coastal Marsh Systems,15,35,NA,11.000000000000000
7927,7927,54310,24,989,13,13  Central Basin and Range,11030_6_7_12_13_16_1,Great Basin Semi-Desert Chaparral,50,NA,NA,50.000000000000000
7928,7928,13207,24,992,13,13  Central Basin and Range,11150_15_16_23_24,Inter-Mountain Basins Juniper Savanna,333,218,126,64.000000000000000
7929,7929,2352,104,907,20,20  Colorado Plateaus,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,207,53,138,32.000000000000000
7930,7930,376778,104,978,20,20  Colorado Plateaus,10612_16_23,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-High Elevation,70,60,NA,32.000000000000000
7931,7931,121916,104,974,20,20  Colorado Plateaus,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,214,7242,NA,208.000000000000000
7932,7932,31,45,1016,18,18  Wyoming Basin,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,214,7242,NA,208.000000000000000
7933,7933,48025,45,1028,18,18  Wyoming Basin,10860_13_16_17_18_21,Rocky Mountain Lower Montane-Foothill Shrubland,102,28,NA,22.000000000000000
7934,7934,3988,104,885,20,20  Colorado Plateaus,10550_21_22,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,333,NA,NA,333.000000000000000
7935,7935,22615,104,879,20,20  Colorado Plateaus,10110_22,Rocky Mountain Aspen Forest and Woodland,163,NA,NA,163.000000000000000
7936,7936,6768,45,1040,18,18  Wyoming Basin,11350_16_23_24,Inter-Mountain Basins Semi-Desert Grassland,25,NA,NA,25.000000000000000
7937,7937,10520,45,1030,18,18  Wyoming Basin,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,333,222,127,65.000000000000000
7938,7938,80,104,900,20,20  Colorado Plateaus,11350_22,Inter-Mountain Basins Semi-Desert Grassland,25,NA,NA,25.000000000000000
7939,7939,13559,104,970,20,20  Colorado Plateaus,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,152,NA,640,123.000000000000000
7940,7940,603,104,904,20,20  Colorado Plateaus,11530_20_22_29_30,Inter-Mountain Basins Greasewood Flat,207,NA,NA,207.000000000000000
7941,7941,367,104,976,20,20  Colorado Plateaus,10570_12_16,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,508,NA,199,143.000000000000000
7942,7942,1905,104,889,20,20  Colorado Plateaus,10660_22,Inter-Mountain Basins Mat Saltbush Shrubland,NA,NA,NA,0.000000000000000
7943,7943,425,104,1003,20,20  Colorado Plateaus,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,378,NA,NA,378.000000000000000
7944,7944,26,104,878,20,20  Colorado Plateaus,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
7945,7945,3360,45,1013,18,18  Wyoming Basin,10510_15_16_17_22_23,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,90,77,14,11.000000000000000
7946,7946,13063611,104,31,20,20  Colorado Plateaus,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
7947,7947,807,45,1006,18,18  Wyoming Basin,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
7948,7948,2544,104,883,20,20  Colorado Plateaus,10510_15_16_17_22_23,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,90,77,14,11.000000000000000
7949,7949,309,104,894,20,20  Colorado Plateaus,10861_22,Rocky Mountain Lower Montane-Foothill Shrubland-No True Mountain Mahogany,89,NA,NA,89.000000000000000
