epa_value,bps_model,mfri_all,count
24,10560_1_7_8_9,93,8
24,10610_8_9_17,27,2963
24,10620_7_9,77,9
24,10650_1_8_9_10,253,977
24,10800_1_7_8_9,101,6
24,11060_1_8_9,41,4739
24,11230_1_7_8_9,39,1082194
24,11240_1_7_8_9,222,248
24,11250_1_7_8_9_10_19,59,277966
24,11260_1_7_8_9_10_19,31,55554
24,11340_8_9,9,1046
24,11350_7_8_9_10_12_17_18,81,170858
24,11390_8_9,35,26766
24,11420_9_10,25,157
24,11450_9_10_19,32,54
24,11530_7_8_9,1019,50559
24,11540_1_7_8_9,99,34853
24,11590_8_9,50,386354
24,11600_8_9,80,7407
24,11610_9_10_19,386,2
24,11650_9,18,2282
24,11660_9_10_19,27,11765
24,11670_1_7_9,56,2021
25,10110_6_10_12_17_18_19,31,6
25,10110_9,27,33353
25,10170_6_7_8_9_12_18,169,858
25,10450_1_7_8_9,22,4358685
25,10451_10_19,19,13270
25,10453_10_19,72,13641
25,10460_1_7_9,64,78480
25,10460_10_19_20,184,11408
25,10470_10_19,80,74
25,10470_8_9,70,1065864
25,10530_10_19,13,21245
25,10531_1_7_8_9,14,192583
25,10532_7_9,47,17987
25,10550_1_8_9,120,355132
25,10550_10_19,137,4943
25,10560_1_7_8_9,93,309364
25,10560_10_19,181,54882
25,10610_8_9_17,27,23115
25,10620_7_9,77,10058
25,10650_1_8_9_10,253,10
25,10700_10_19_28,228,1
25,10790_6_9_10_12_16_17_18,84,16
25,10800_1_7_8_9,101,14
25,11060_1_8_9,41,17294
25,11060_10_19,82,222
25,11230_1_7_8_9,39,87858
25,11230_10_18,50,1858
25,11240_1_7_8_9,222,424
25,11240_10_12_17_18_19_21,201,6
25,11250_1_7_8_9_10_19,59,7018
25,11260_1_7_8_9_10_19,31,42459
25,11270_7_8_9,212,6
25,11340_8_9,9,14
25,11350_7_8_9_10_12_17_18,81,11
25,11390_10_19,17,275
25,11390_8_9,35,2351
25,11400_10_19,146,1715
25,11400_9,464,15193
25,11420_9_10,25,871
25,11450_9_10_19,32,559
25,11530_7_8_9,1019,4
25,11540_1_7_8_9,99,2448
25,11540_10_19,173,3
25,11590_10_19,50,688
25,11590_8_9,50,260679
25,11600_10_19,80,1060
25,11600_8_9,80,119252
25,11610_9_10_19,386,41640
25,11650_9,18,174
25,11660_9_10_19,27,24956
25,11670_1_7_9,56,5210
26,10110_6_10_12_17_18_19,31,22
26,10110_9,27,6399
26,10200_6_9_12_17,143,129
26,10450_1_7_8_9,22,120056
26,10451_10_19,19,945
26,10453_10_19,72,2275
26,10460_1_7_9,64,385315
26,10460_10_19_20,184,49116
26,10470_10_19,80,48
26,10470_8_9,70,160059
26,10530_10_19,13,4111
26,10531_1_7_8_9,14,1235
26,10532_7_9,47,96
26,10550_1_8_9,120,96651
26,10550_10_19,137,8702
26,10560_1_7_8_9,93,300022
26,10560_10_19,181,108248
26,10610_8_9_17,27,4480
26,10620_10_19_21_29_31,69,52
26,10620_7_9,77,1975
26,10650_1_8_9_10,253,35
26,10700_10_19_28,228,51
26,10790_6_9_10_12_16_17_18,84,173
26,11060_1_8_9,41,2274
26,11060_10_19,82,346
26,11230_1_7_8_9,39,3154
26,11230_10_18,50,85
26,11240_1_7_8_9,222,509
26,11250_1_7_8_9_10_19,59,7719
26,11260_1_7_8_9_10_19,31,40081
26,11390_10_19,17,228
26,11390_8_9,35,1134
26,11400_10_19,146,8300
26,11400_9,464,82193
26,11420_9_10,25,2
26,11430_9_19_21_28,525,25
26,11450_9_10_19,32,978
26,11530_7_8_9,1019,1
26,11590_10_19,50,135
26,11590_8_9,50,4120
26,11600_10_19,80,748
26,11600_8_9,80,39344
26,11610_9_10_19,386,3894
26,11650_9,18,1
26,11660_9_10_19,27,4555
26,11670_1_7_9,56,1
27,10080_1_2_3_7,10,368
27,10110_7,56,836
27,10110_9,27,9658
27,10170_6_7_8_9_12_18,169,780107
27,10180_1_7,65,389
27,10270_2_3_7,8,607
27,10310_7,19,47
27,10370_1_2_7,80,162
27,10431_2_3_6_7,14,209
27,10450_1_7_8_9,22,28578
27,10470_8_9,70,2
27,10531_1_7_8_9,14,64435
27,10532_7_9,47,104375
27,10600_1_2_7,28,35840
27,10610_8_9_17,27,288
27,10620_7_9,77,1557
27,10650_1_8_9_10,253,91655
27,10790_6_9_10_12_16_17_18,84,7309
27,10800_1_7_8_9,101,1007158
27,10810_7_8_9,698,346
27,11060_1_8_9,41,42
27,11230_1_7_8_9,39,476350
27,11240_1_7_8_9,222,89422
27,11250_1_7_8_9_10_19,59,1550729
27,11260_1_7_8_9_10_19,31,78118
27,11270_7_8_9,212,12145
27,11340_8_9,9,3
27,11350_7_8_9_10_12_17_18,81,249
27,11390_8_9,35,5784
27,11520_2_3_7,35,33
27,11530_7_8_9,1019,8957
27,11540_1_7_8_9,99,63170
27,11581_1_2_7,865,8
27,11582_1_2_7,155,698
27,11590_8_9,50,42783
27,11600_8_9,80,95
27,11650_1_7_8,54,2729
27,11650_9,18,3971
27,11660_9_10_19,27,296
27,11670_1_7_9,56,155
28,10110_9,27,48793
28,10170_6_7_8_9_12_18,169,1616
28,10450_1_7_8_9,22,44599
28,10470_8_9,70,1002
28,10531_1_7_8_9,14,138991
28,10532_7_9,47,63177
28,10550_1_8_9,120,3159
28,10610_8_9_17,27,8879
28,10620_7_9,77,5359
28,10650_1_8_9_10,253,9258
28,10790_6_9_10_12_16_17_18,84,9977
28,10800_1_7_8_9,101,234
28,11060_1_8_9,41,106
28,11230_1_7_8_9,39,202226
28,11240_1_7_8_9,222,9954
28,11250_1_7_8_9_10_19,59,13074
28,11260_1_7_8_9_10_19,31,344174
28,11270_7_8_9,212,37
28,11390_8_9,35,52
28,11590_8_9,50,187542
28,11600_8_9,80,43216
28,11610_9_10_19,386,6
28,11650_9,18,2678
28,11660_9_10_19,27,1628
28,11670_1_7_9,56,2499
29,10110_6_10_12_17_18_19,31,322
29,10170_6_7_8_9_12_18,169,169
29,10790_6_9_10_12_16_17_18,84,75
29,10803_6_12_15_16_17_18_23_24_25,151,148
29,10804_6_12_15_16_17_18_23_24_25,120,203
29,10810_18_19_21,1140,142828
29,11230_1_7_8_9,39,40
29,11250_1_7_8_9_10_19,59,116494
29,11250_6_12_13_15_16_17_18_23_24_25_28,117,3386188
29,11260_6_12_17_18_28,49,5295
29,11350_7_8_9_10_12_17_18,81,50
29,11530_6_10_12_13_17_18_19_21,1024,34892
29,11530_7_8_9,1019,6
29,11540_1_7_8_9,99,1881
29,11540_18,174,1325073
29,11590_18,174,7184
29,11590_8_9,50,2948
29,11600_18,42,506
30,10110_6_10_12_17_18_19,31,304
30,10120_17_18_21,51,8
30,10190_6_7_9_12_16_17_18_19,440,2476
30,10451_10_19,19,153
30,10500_18,122,76
30,10530_10_19,13,67
30,10560_10_19,181,3
30,10570_18,142,141
30,10610_18,28,29
30,10620_6_12_17_18,69,41
30,10790_6_9_10_12_16_17_18,84,4390
30,10800_10_19,80,5707
30,10803_6_12_15_16_17_18_23_24_25,151,12470
30,10804_6_12_15_16_17_18_23_24_25,120,67483
30,10860_13_16_17_18_21_23,22,72
30,11240_10_12_17_18_19_21,201,1160
30,11250_1_7_8_9_10_19,59,50999
30,11250_6_12_13_15_16_17_18_23_24_25_28,117,779017
30,11260_1_7_8_9_10_19,31,44349
30,11260_6_12_17_18_28,49,15404
30,11350_7_8_9_10_12_17_18,81,1336
30,11390_10_19,17,63
30,11400_10_19,146,826
30,11540_18,174,4416
30,11590_10_19,50,378
30,11590_18,174,227
30,11600_10_19,80,4416
30,11600_18,42,4
30,11610_9_10_19,386,125
30,11660_9_10_19,27,23
31,10110_6_10_12_17_18_19,31,2461
31,10190_6_7_9_12_16_17_18_19,440,10
31,10451_10_19,19,955
31,10530_10_19,13,4200
31,10550_10_19,137,25
31,10560_10_19,181,757
31,10570_18,142,1
31,10620_10_19_21_29_31,69,113
31,10790_6_9_10_12_16_17_18,84,224499
31,10800_10_19,80,3255
31,10804_6_12_15_16_17_18_23_24_25,120,5959
31,11150_10_19,189,6
31,11240_10_12_17_18_19_21,201,21
31,11250_1_7_8_9_10_19,59,92226
31,11250_6_12_13_15_16_17_18_23_24_25_28,117,10466
31,11260_1_7_8_9_10_19,31,480694
31,11260_6_12_17_18_28,49,14719
31,11400_10_19,146,200204
31,11540_10_19,173,90
31,11540_18,174,7650
31,11590_10_19,50,340677
31,11590_18,174,664
31,11600_10_19,80,102222
31,11600_18,42,187
31,11610_9_10_19,386,4061
31,11660_9_10_19,27,316
32,10110_21,110,93100
32,10110_6_10_12_17_18_19,31,41042
32,10120_17_18_21,51,3095
32,10170_6_7_8_9_12_18,169,89
32,10190_6_7_9_12_16_17_18_19,440,22195
32,10450_21,38,6
32,10460_21,199,1
32,10490_19_20_21_23_28_29,385,1679
32,10500_18,122,1066
32,10510_18_21,11,46
32,10520_18,33,3606
32,10520_21,33,115
32,10550_21_22,333,33239
32,10560_21_22,291,2563
32,10570_18,142,233
32,10610_18,28,238
32,10620_10_19_21_29_31,69,7542
32,10620_6_12_17_18,69,4697
32,10790_6_9_10_12_16_17_18,84,27760
32,10801_21_22_28,72,42
32,10802_21_22_28,98,15780
32,10804_6_12_15_16_17_18_23_24_25,120,1827
32,10810_18_19_21,1140,14
32,10860_13_16_17_18_21_23,22,22
32,11060_18,44,67230
32,11060_20_21_29,79,141
32,11150_21_22,64,11
32,11230_10_18,50,486
32,11240_10_12_17_18_19_21,201,1183
32,11250_6_12_13_15_16_17_18_23_24_25_28,117,180333
32,11260_21,50,220568
32,11260_6_12_17_18_28,49,1641363
32,11270_10_12_13_17_18,225,22
32,11270_21,217,9
32,11350_7_8_9_10_12_17_18,81,3
32,11390_21,32,867
32,11450_21,40,65
32,11530_6_10_12_13_17_18_19_21,1024,3402
32,11540_18,174,249733
32,11590_18,174,210450
32,11590_21,180,15433
32,11600_18,42,97579
32,11600_21,299,38776
32,11610_21,401,1173
32,11660_21,40,72483
32,11670_21,204,154
33,10110_6_10_12_17_18_19,31,9502
33,10120_17_18_21,51,821
33,10190_6_7_9_12_16_17_18_19,440,1352
33,10520_18,33,13
33,10610_18,28,1074
33,10620_6_12_17_18,69,52
33,10790_6_9_10_12_16_17_18,84,29652
33,10803_6_12_15_16_17_18_23_24_25,151,6
33,10804_6_12_15_16_17_18_23_24_25,120,635
33,10810_18_19_21,1140,61950
33,11250_6_12_13_15_16_17_18_23_24_25_28,117,1651233
33,11260_21,50,25
33,11260_6_12_17_18_28,49,113124
33,11350_7_8_9_10_12_17_18,81,96
33,11530_6_10_12_13_17_18_19_21,1024,107255
33,11540_18,174,1264270
33,11590_18,174,536097
33,11600_18,42,105830
34,10110_6_10_12_17_18_19,31,25078
34,10170_6_7_8_9_12_18,169,245
34,10190_6_7_9_12_16_17_18_19,440,5173
34,10451_10_19,19,48336
34,10453_10_19,72,5710
34,10470_10_19,80,54
34,10510_18_21,11,11
34,10530_10_19,13,55586
34,10550_10_19,137,46
34,10550_18,139,44
34,10560_10_19,181,202
34,10570_18,142,740
34,10610_18,28,713
34,10620_6_12_17_18,69,647
34,10650_1_8_9_10,253,21824
34,10790_6_9_10_12_16_17_18,84,269823
34,10800_10_19,80,350
34,10804_6_12_15_16_17_18_23_24_25,120,6254
34,10860_13_16_17_18_21_23,22,10
34,11060_10_19,82,129
34,11060_18,44,9
34,11150_10_19,189,83
34,11230_10_18,50,367
34,11240_10_12_17_18_19_21,201,314
34,11250_1_7_8_9_10_19,59,186746
34,11250_6_12_13_15_16_17_18_23_24_25_28,117,1499630
34,11260_1_7_8_9_10_19,31,707501
34,11260_6_12_17_18_28,49,1041023
34,11270_10_12_13_17_18,225,36
34,11350_7_8_9_10_12_17_18,81,26
34,11390_10_19,17,4418
34,11400_10_19,146,2313
34,11530_6_10_12_13_17_18_19_21,1024,2
34,11540_10_19,173,7896
34,11540_18,174,320128
34,11590_10_19,50,75455
34,11590_18,174,97868
34,11600_10_19,80,10165
34,11600_18,42,36262
34,11610_9_10_19,386,2660
34,11660_9_10_19,27,8206
34,11670_10_19,295,1
35,10110_21,110,52953
35,10110_6_10_12_17_18_19,31,32178
35,10120_17_18_21,51,2606
35,10190_6_7_9_12_16_17_18_19,440,9510
35,10451_10_19,19,29
35,10460_18,41,50
35,10490_19_20_21_23_28_29,385,30
35,10500_18,122,2548
35,10510_18_21,11,46
35,10520_18,33,673
35,10520_21,33,63
35,10550_18,139,665
35,10550_21_22,333,2933
35,10560_21_22,291,1453
35,10570_18,142,213
35,10610_18,28,4441
35,10620_10_19_21_29_31,69,236
35,10620_6_12_17_18,69,20503
35,10790_6_9_10_12_16_17_18,84,291528
35,10801_21_22_28,72,696
35,10802_21_22_28,98,3253
35,10803_6_12_15_16_17_18_23_24_25,151,16262
35,10804_6_12_15_16_17_18_23_24_25,120,60638
35,10810_18_19_21,1140,95009
35,10860_13_16_17_18_21_23,22,2
35,11060_10_19,82,4
35,11060_18,44,190
35,11060_20_21_29,79,1
35,11230_10_18,50,7
35,11240_10_12_17_18_19_21,201,399
35,11250_1_7_8_9_10_19,59,173203
35,11250_6_12_13_15_16_17_18_23_24_25_28,117,14051898
35,11260_1_7_8_9_10_19,31,1304
35,11260_21,50,166942
35,11260_6_12_17_18_28,49,1983765
35,11270_10_12_13_17_18,225,860
35,11350_7_8_9_10_12_17_18,81,751
35,11390_10_19,17,5
35,11390_21,32,33
35,11450_21,40,23
35,11530_6_10_12_13_17_18_19_21,1024,28609
35,11540_18,174,948438
35,11590_10_19,50,2
35,11590_18,174,71732
35,11590_21,180,9087
35,11600_10_19,80,15135
35,11600_18,42,57500
35,11600_21,299,98986
35,11610_21,401,5330
35,11660_21,40,27446
35,11662_19,18,3
35,11670_21,204,2866
36,10110_6_10_12_17_18_19,31,2650
36,10170_6_7_8_9_12_18,169,27
36,10190_6_7_9_12_16_17_18_19,440,1120
36,10451_10_19,19,4
36,10530_10_19,13,5
36,10610_18,28,13
36,10620_6_12_17_18,69,29
36,10650_1_8_9_10,253,10
36,10790_6_9_10_12_16_17_18,84,380504
36,10803_6_12_15_16_17_18_23_24_25,151,581
36,10804_6_12_15_16_17_18_23_24_25,120,562
36,10810_18_19_21,1140,278323
36,11250_1_7_8_9_10_19,59,46519
36,11250_6_12_13_15_16_17_18_23_24_25_28,117,6863392
36,11260_1_7_8_9_10_19,31,10512
36,11260_6_12_17_18_28,49,86172
36,11350_7_8_9_10_12_17_18,81,63
36,11530_6_10_12_13_17_18_19_21,1024,25136
36,11540_10_19,173,224
36,11540_18,174,688949
36,11590_10_19,50,138
36,11590_18,174,6681
36,11600_10_19,80,12
36,11600_18,42,5199
37,10110_6_10_12_17_18_19,31,13547
37,10120_17_18_21,51,18
37,10190_6_7_9_12_16_17_18_19,440,46
37,10610_18,28,10
37,10790_6_9_10_12_16_17_18,84,1
37,10803_6_12_15_16_17_18_23_24_25,151,32361
37,10804_6_12_15_16_17_18_23_24_25,120,19204
37,10810_18_19_21,1140,761
37,11060_18,44,6
37,11230_10_18,50,36
37,11250_6_12_13_15_16_17_18_23_24_25_28,117,3557361
37,11260_6_12_17_18_28,49,250
37,11270_10_12_13_17_18,225,1
37,11350_7_8_9_10_12_17_18,81,46
37,11530_6_10_12_13_17_18_19_21,1024,2188
37,11540_18,174,1174237
37,11590_18,174,15193
37,11600_18,42,1540
38,10110_6_10_12_17_18_19,31,888
38,10110_9,27,1511
38,10170_6_7_8_9_12_18,169,4639
38,10190_6_7_9_12_16_17_18_19,440,1
38,10450_1_7_8_9,22,80
38,10451_10_19,19,40
38,10530_10_19,13,6
38,10531_1_7_8_9,14,23
38,10532_7_9,47,1
38,10610_18,28,35
38,10620_6_12_17_18,69,1
38,10620_7_9,77,10
38,10650_1_8_9_10,253,157
38,10790_6_9_10_12_16_17_18,84,18663
38,10800_1_7_8_9,101,2763
38,10803_6_12_15_16_17_18_23_24_25,151,2020
38,10804_6_12_15_16_17_18_23_24_25,120,815
38,10810_18_19_21,1140,1092603
38,10810_7_8_9,698,31664
38,11230_1_7_8_9,39,22921
38,11250_1_7_8_9_10_19,59,934823
38,11250_6_12_13_15_16_17_18_23_24_25_28,117,3226371
38,11260_1_7_8_9_10_19,31,1358
38,11260_6_12_17_18_28,49,28796
38,11350_7_8_9_10_12_17_18,81,46
38,11530_6_10_12_13_17_18_19_21,1024,160583
38,11530_7_8_9,1019,338
38,11540_1_7_8_9,99,7248
38,11540_10_19,173,179
38,11540_18,174,362178
38,11590_18,174,4924
38,11590_8_9,50,3956
38,11600_18,42,3929
38,11650_9,18,27
39,10110_6_10_12_17_18_19,31,9
39,10120_17_18_21,51,13
39,10190_6_7_9_12_16_17_18_19,440,72
39,10620_6_12_17_18,69,14
39,10640_15_16_17_23_24_27_28,79,6828
39,10790_6_9_10_12_16_17_18,84,33322
39,10803_6_12_15_16_17_18_23_24_25,151,11424
39,10804_6_12_15_16_17_18_23_24_25,120,30779
39,10810_6_12_13_17,1978,599175
39,10820_12_15_16_17_23_24,815,78949
39,10860_13_16_17_18_21_23,22,21
39,10870_4_6_12_13_14_15_17_24_25,329,101316
39,11030_6_7_12_13_16_17_23,50,920
39,11040_17,50,1
39,11070_17,39,20568
39,11150_17,186,2
39,11250_6_12_13_15_16_17_18_23_24_25_28,117,117
39,11260_6_12_17_18_28,49,38759
39,11270_10_12_13_17_18,225,12222
39,11350_7_8_9_10_12_17_18,81,35
39,11530_6_10_12_13_17_18_19_21,1024,1966294
39,11540_6_12_16_17,378,46160
39,11590_12_17,379,62
40,10110_6_10_12_17_18_19,31,20725
40,10170_6_7_8_9_12_18,169,75
40,10190_6_7_9_12_16_17_18_19,440,178751
40,10270_4_5_6,11,4770
40,10280_4_6_7_12,17,6372
40,10290_2_3_4_5_6_7_12,8,9189
40,10300_2_3_4_5_6_7,10,34155
40,10310_2_3_4_5_6_12,9,273839
40,10340_4_6_7,68,14
40,10570_12_16,143,5
40,10581_6,36,8673
40,10610_6,36,508
40,10620_6_12_17_18,69,2534
40,10790_6_9_10_12_16_17_18,84,2161896
40,10803_6_12_15_16_17_18_23_24_25,151,768299
40,10804_6_12_15_16_17_18_23_24_25,120,1004574
40,10810_6_12_13_17,1978,1062317
40,10820_12_15_16_17_23_24,815,34358
40,10870_4_6_12_13_14_15_17_24_25,329,740
40,10970_3_6_7,54,1
40,10980_6,34,1536
40,11030_6_7_12_13_16_17_23,50,18394
40,11050_3_6_7,74,554
40,11140_3_6_7,9,30
40,11250_6_12_13_15_16_17_18_23_24_25_28,117,51176
40,11260_6_12_17_18_28,49,1423660
40,11270_10_12_13_17_18,225,8390
40,11350_7_8_9_10_12_17_18,81,4531
40,11520_6,46,15924
40,11530_6_10_12_13_17_18_19_21,1024,181371
40,11540_6_12_16_17,378,281934
40,11590_12_17,379,2
41,10190_6_7_9_12_16_17_18_19,440,1856
41,10270_4_5_6,11,105
41,10280_4_6_7_12,17,8811
41,10290_2_3_4_5_6_7_12,8,15486
41,10300_2_3_4_5_6_7,10,104410
41,10310_2_3_4_5_6_12,9,75576
41,10340_4_6_7,68,131
41,10790_6_9_10_12_16_17_18,84,583
41,10804_6_12_15_16_17_18_23_24_25,120,9089
41,10970_3_6_7,54,31
41,10980_6,34,86
41,11030_6_7_12_13_16_17_23,50,1595
41,11050_3_6_7,74,1179
41,11260_6_12_17_18_28,49,192691
41,11520_6,46,27525
41,11530_6_10_12_13_17_18_19_21,1024,6235
41,11540_6_12_16_17,378,44433
42,10110_6_10_12_17_18_19,31,422
42,10190_13_14,157,2895
42,10190_6_7_9_12_16_17_18_19,440,4727
42,10270_4_5_6,11,80
42,10280_4_6_7_12,17,22
42,10290_2_3_4_5_6_7_12,8,2580
42,10300_2_3_4_5_6_7,10,261
42,10310_2_3_4_5_6_12,9,4765
42,10581_6,36,77
42,10582_6,26,28
42,10610_6,36,3
42,10620_6_12_17_18,69,123
42,10790_6_9_10_12_16_17_18,84,153489
42,10803_6_12_15_16_17_18_23_24_25,151,179902
42,10804_6_12_15_16_17_18_23_24_25,120,39658
42,10810_6_12_13_17,1978,442219
42,10820_12_15_16_17_23_24,815,131087
42,10820_4_13,399,256060
42,10820_6,516,1781
42,10870_4_6_12_13_14_15_17_24_25,329,54548
42,11030_6_7_12_13_16_17_23,50,3564
42,11050_3_6_7,74,55
42,11090_4_13,1284,44
42,11140_3_6_7,9,8202
42,11250_6_12_13_15_16_17_18_23_24_25_28,117,24354
42,11260_6_12_17_18_28,49,9777
42,11270_10_12_13_17_18,225,7804
42,11350_13_14,119,1784
42,11350_7_8_9_10_12_17_18,81,4367
42,11520_6,46,53
42,11530_6_10_12_13_17_18_19_21,1024,289042
42,11540_13,68,556
42,11540_6_12_16_17,378,84071
42,11550_13_14,23,19798
42,11552_13_14_15,735,21159
42,11590_12_17,379,5
43,10110_6_10_12_17_18_19,31,2733
43,10190_6_7_9_12_16_17_18_19,440,2862
43,10300_2_3_4_5_6_7,10,180
43,10310_2_3_4_5_6_12,9,5908
43,10581_6,36,559
43,10610_6,36,216
43,10620_6_12_17_18,69,2948
43,10790_6_9_10_12_16_17_18,84,63297
43,10803_6_12_15_16_17_18_23_24_25,151,140781
43,10804_6_12_15_16_17_18_23_24_25,120,335039
43,10810_6_12_13_17,1978,2535
43,10820_12_15_16_17_23_24,815,1962
43,10980_6,34,36
43,11030_6_7_12_13_16_17_23,50,944
43,11250_6_12_13_15_16_17_18_23_24_25_28,117,17445
43,11260_6_12_17_18_28,49,32923
43,11270_10_12_13_17_18,225,98
43,11350_7_8_9_10_12_17_18,81,270
43,11520_6,46,88
43,11530_6_10_12_13_17_18_19_21,1024,23800
43,11540_6_12_16_17,378,8557
44,10110_6_10_12_17_18_19,31,8
44,10190_6_7_9_12_16_17_18_19,440,1950
44,10310_2_3_4_5_6_12,9,75
44,10620_6_12_17_18,69,32
44,10790_6_9_10_12_16_17_18,84,38285
44,10803_6_12_15_16_17_18_23_24_25,151,21449
44,10810_6_12_13_17,1978,246158
44,10820_12_15_16_17_23_24,815,92291
44,10870_4_6_12_13_14_15_17_24_25,329,1
44,11030_6_7_12_13_16_17_23,50,202
44,11250_6_12_13_15_16_17_18_23_24_25_28,117,3285
44,11260_6_12_17_18_28,49,84
44,11270_10_12_13_17_18,225,1815
44,11350_7_8_9_10_12_17_18,81,310
44,11530_6_10_12_13_17_18_19_21,1024,2586
44,11540_6_12_16_17,378,15399
45,10110_16_23_24,27,4
45,10110_6_10_12_17_18_19,31,401
45,10120_16_27,51,1
45,10120_17_18_21,51,64
45,10160_16_23_24_25,127,200
45,10160_17,126,112
45,10190_6_7_9_12_16_17_18_19,440,10260
45,10540_16_23_24,17,13
45,10540_17,15,1
45,10620_6_12_17_18,69,79
45,10640_15_16_17_23_24_27_28,79,1157
45,10790_6_9_10_12_16_17_18,84,2109135
45,10803_6_12_15_16_17_18_23_24_25,151,938211
45,10804_6_12_15_16_17_18_23_24_25,120,1785325
45,10810_15_16_23_24_28,616,2986
45,10810_6_12_13_17,1978,15958082
45,10820_12_15_16_17_23_24,815,894115
45,10860_13_16_17_18_21_23,22,30
45,10870_4_6_12_13_14_15_17_24_25,329,73182
45,11030_6_7_12_13_16_17_23,50,70248
45,11040_17,50,20141
45,11070_17,39,12178
45,11150_15_16_23_24,64,41
45,11150_17,186,1381
45,11170_16_23_24,8,22
45,11240_10_12_17_18_19_21,201,3
45,11250_6_12_13_15_16_17_18_23_24_25_28,117,216355
45,11260_6_12_17_18_28,49,273244
45,11270_10_12_13_17_18,225,218399
45,11270_16_23_24_25,105,22
45,11350_16_23_24,25,111
45,11350_7_8_9_10_12_17_18,81,36727
45,11530_16_23_24_25_27,208,65596
45,11530_6_10_12_13_17_18_19_21,1024,7190990
45,11540_18,174,42
45,11540_6_12_16_17,378,242440
45,11590_12_17,379,186
45,11590_16_23_24_26,61,5299
46,10110_16_23_24,27,2590
46,10110_6_10_12_17_18_19,31,3735
46,10120_16_27,51,498
46,10120_17_18_21,51,18960
46,10160_16_23_24_25,127,154429
46,10160_17,126,7709
46,10190_6_7_9_12_16_17_18_19,440,348587
46,10200_6_9_12_17,143,319
46,10500_18,122,3
46,10510_15_16_17_22_23_24_25,11,375
46,10510_18_21,11,6
46,10520_16_23_24,33,132
46,10520_17,33,907
46,10520_18,33,199
46,10540_16_23_24,17,810
46,10540_17,15,292
46,10550_17,174,11
46,10610_18,28,168
46,10610_8_9_17,27,2777
46,10611_16_23_24,10,106
46,10620_16_23,64,1001
46,10620_6_12_17_18,69,7376
46,10640_15_16_17_23_24_27_28,79,94682
46,10780_16_23_24_25,77,197
46,10790_6_9_10_12_16_17_18,84,8069714
46,10803_6_12_15_16_17_18_23_24_25,151,357485
46,10804_6_12_15_16_17_18_23_24_25,120,8517541
46,10810_15_16_23_24_28,616,31696
46,10810_18_19_21,1140,63
46,10810_6_12_13_17,1978,4251486
46,10820_12_15_16_17_23_24,815,307188
46,10860_13_16_17_18_21_23,22,184058
46,11020_13_15_16_23_24,65,30560
46,11030_6_7_12_13_16_17_23,50,56806
46,11040_17,50,1140
46,11060_18,44,48
46,11070_17,39,155178
46,11071_16,42,62178
46,11072_16,39,39857
46,11080_17,50,1120
46,11150_15_16_23_24,64,5876
46,11150_17,186,7538
46,11170_16_23_24,8,9
46,11240_10_12_17_18_19_21,201,2415
46,11250_6_12_13_15_16_17_18_23_24_25_28,117,26935
46,11260_6_12_17_18_28,49,2781186
46,11261_16_23_24,49,340770
46,11262_16_23,219,70654
46,11270_10_12_13_17_18,225,261804
46,11270_16_23_24_25,105,38350
46,11350_16_23_24,25,22342
46,11350_7_8_9_10_12_17_18,81,274736
46,11450_16,32,8
46,11450_17,40,17
46,11530_16_23_24_25_27,208,363538
46,11530_6_10_12_13_17_18_19_21,1024,1455138
46,11540_18,174,1778
46,11540_6_12_16_17,378,309754
46,11590_12_17,379,24329
46,11590_16_23_24_26,61,163816
46,11590_18,174,577
46,11600_16,61,29
46,11600_18,42,666
47,10110_16_23_24,27,1975
47,10110_6_10_12_17_18_19,31,127546
47,10120_16_27,51,5208
47,10120_17_18_21,51,157504
47,10160_13_14,158,7752
47,10160_16_23_24_25,127,496542
47,10160_17,126,16394
47,10170_6_7_8_9_12_18,169,2
47,10190_13_14,157,3094
47,10190_6_7_9_12_16_17_18_19,440,3913393
47,10200_6_9_12_17,143,8537
47,10500_18,122,178
47,10510_15_16_17_22_23_24_25,11,35800
47,10510_18_21,11,66
47,10520_16_23_24,33,42711
47,10520_17,33,124263
47,10520_18,33,2161
47,10540_13_14,15,210
47,10540_16_23_24,17,42609
47,10540_17,15,29026
47,10550_16_23_24,208,343
47,10550_17,174,5734
47,10550_18,139,7
47,10570_18,142,104
47,10610_13,33,408
47,10610_18,28,1124
47,10610_8_9_17,27,149728
47,10611_16_23_24,10,17326
47,10612_16_23,32,1954
47,10620_16_23,64,133099
47,10620_6_12_17_18,69,406493
47,10640_15_16_17_23_24_27_28,79,20238
47,10700_16,227,5
47,10780_16_23_24_25,77,38
47,10790_6_9_10_12_16_17_18,84,3945693
47,10800_13_14,111,4049
47,10803_6_12_15_16_17_18_23_24_25,151,14818
47,10804_6_12_15_16_17_18_23_24_25,120,3491548
47,10810_15_16_23_24_28,616,2472
47,10810_6_12_13_17,1978,94249
47,10820_12_15_16_17_23_24,815,542424
47,10820_4_13,399,83495
47,10860_13_16_17_18_21_23,22,160291
47,10870_4_6_12_13_14_15_17_24_25,329,426
47,10930_13_15_16_23_24_28,220,5433
47,11020_13_15_16_23_24,65,1576
47,11030_6_7_12_13_16_17_23,50,774428
47,11040_17,50,58347
47,11060_18,44,479
47,11070_17,39,462980
47,11071_16,42,352933
47,11072_16,39,73980
47,11080_17,50,255116
47,11090_4_13,1284,1
47,11150_15_16_23_24,64,7286
